LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
33.32389	33.3263	33.30851	33.3013	33.23063	33.22245	33.21652	33.2382	33.21528	33.25772	33.22446	33.09552	33.20636	33.20567	33.23834	33.11282	33.20808	33.1876	33.21024	33.1809	+	+	+	+			+				b_a;c_a;d_a;e_a;e_b	7	7	0	38.9	38.9	0	13.92	0	128.59	229760000000	1223	2.61952472644593E-05	0.00188571428571429	-0.0880470275878906	-11.48296259799	0.0175061243138307	0.0502153846153846	-0.116754531860352	-3.24818602418609	0.00421191450751205	0.0115881188118812	-0.124202728271484	-4.47565119750453	1.63250176761487E-05	0.000247104247104247	-0.118292808532715	-12.4604593970193	0.452599808038284	0.699562433297759	-0.0287075042724609	-0.803003721954125	0.236586133311637	0.376180761781795	-0.0361557006835938	-1.31482355993074	0.0133834342347297	0.0293437908496732	-0.0302457809448242	-3.46511221402955	0.872863342196609	0.959889316987741	-0.00744819641113281	-0.166990449934008	0.967471032611099	0.983025296189561	-0.00153827667236328	-0.0425105967925368	0.840170402197943	0.923690677966102	0.00590991973876953	0.210598758941187	Q16778;P33778;P23527;P06899;Q8N257	Q16778;P33778;P23527;P06899;Q8N257	Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B	HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB
27.87115	28.08563	28.04531	27.99717	28.5901	28.53657	28.47603	28.56816	28.82996	28.84014	28.74794	28.80759	29.11476	29.13374	29.09715	29.10432	29.39517	29.42818	29.33952	29.42658	+	+	+	+	+	+	+	+	+	+	b_a;c_a;c_b;d_a;d_b;d_c;e_a;e_b;e_c;e_d	20	20	20	36.8	36.8	36.8	66.095	0	132.83	10820000000	365	4.90702938954078E-05	0.00315	0.542899131774902	10.2946132783505	4.01326209020614E-06	0	0.806594848632813	15.842024857411	3.83249571171561E-07	0	1.11267900466919	23.5646726691507	1.55205005789636E-07	0	1.39754962921143	27.4298656571379	0.000180559285888692	0.00503703703703704	0.26369571685791	8.1737749305956	5.95068045846243E-07	0	0.569779872894287	21.8821380587398	1.92919678945453E-07	0	0.854650497436523	26.4462844381563	8.86329303335762E-06	0	0.306084156036377	13.8384514602994	9.55223238110137E-07	0	0.590954780578613	20.2035043935452	1.37592112397097E-05	0.016	0.284870624542236	12.8326292640717	P06959	P06959	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	aceF
NaN	NaN	NaN	NaN	NaN	NaN	24.35871	NaN	24.43689	NaN	NaN	NaN	24.64521	NaN	NaN	NaN	24.88962	24.95411	25.06673	NaN												2	2	2	19.9	19.9	19.9	16.155	0	7.4981	401780000	34	1	0.98715105644907	NaN	0	1	1	NaN	0	1	1	NaN	0	1	0.982292231812577	NaN	0	1	0.982503543913713	0.0781822204589844	0	1	0.979911520737327	0.286504745483398	0	1	0.960516322252171	0.611450831095379	0	1	0.977661349693251	0.208322525024414	0	1	0.96010170505534	0.533268610636394	0	1	0.950148848198464	0.32494608561198	0	P06968	P06968	Deoxyuridine 5-triphosphate nucleotidohydrolase	dut
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.04162	NaN	NaN	NaN	NaN	NaN	NaN												3	3	3	11	11	11	39.36	0	7.3273	253820000	7	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.979610565110565	NaN	0	1.0000001	1	0	0	1	0.977361545538178	NaN	0	1.0000001	1	0	0	1	0.949868320047239	NaN	0	P06986	P06986	Histidinol-phosphate aminotransferase	hisC
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.56885												1	1	1	3	3	3	46.11	0.0035907	2.4984	78927000	10	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.981989522342065	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.96022874251497	NaN	0	1.0000001	1	0	0	1	0.959814593301435	NaN	0	1	0.949587957497048	NaN	0	P06988	P06988	Histidinol dehydrogenase	hisD
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	1	1	5.9	5.9	5.9	30.42	0.0054383	2.2014	0	2	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	P06992	P06992	Ribosomal RNA small subunit methyltransferase A	rsmA
31.92139	31.87584	31.94657	31.95861	32.33394	32.39897	32.45192	32.43447	32.72641	32.76171	32.73409	32.87732	33.03369	33.04086	33.15483	33.1996	33.34678	33.36698	33.46854	33.49142	+	+	+	+	+	+	+	+	+	+	b_a;c_a;c_b;d_a;d_b;d_c;e_a;e_b;e_c;e_d	21	21	21	70.6	70.6	70.6	40.368	0	323.31	173970000000	1222	5.43789813415873E-06	0	0.479224681854248	15.0431353164415	6.58586541324499E-07	0	0.849279880523682	21.5113140335987	2.09620517125963E-07	0	1.18164396286011	26.0801098737017	2.64436724819484E-08	0	1.49283075332642	36.8973133767615	0.000146784845133878	0.00351351351351351	0.370055198669434	8.48277676242122	7.17904450138686E-06	0	0.702419281005859	14.3464519125401	4.69699272178434E-07	0	1.01360607147217	22.7716480979469	0.000862711137722221	0.0270384615384615	0.332364082336426	6.12860493284054	1.39218651894333E-05	0	0.643550872802734	12.8067202881857	0.00130304622839582	0.0451733333333333	0.311186790466309	5.66329485181792	P06996;P77747;P77519;P76335;P21420	P06996	Outer membrane protein C	ompC
25.43419	NaN	NaN	NaN	NaN	NaN	25.26739	NaN	26.33872	26.07057	26.15673	25.78641	26.56259	26.00877	NaN	25.40866	26.48952	26.31805	25.96416	25.74306												8	8	8	46	46	46	32.456	0	14.579	1113500000	13	1	0.986839848675914	-0.166797637939453	0	1	1	0.653921127319336	0	1	1	0.559153874715168	0	1	0.981686999383857	0.694511890411377	0	1	0.982200862600123	0.820718765258789	0	1	0.979309794289223	0.725951512654621	0	1	0.959941334929662	0.86130952835083	0	0.772317547964976	0.929279440342013	-0.0947672526041679	-0.305468389542292	0.849044747730429	0.872933469805527	0.040590763092041	0.198719543255794	0.709324581009996	0.857636869288836	0.135358015696209	0.39472027418255	P06999	P06999	ATP-dependent 6-phosphofructokinase isozyme 2	pfkB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.45864	NaN	NaN												2	2	2	6.5	6.5	6.5	44.63	0	5.5796	91603000	10	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.98138466276563	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.959654099341712	NaN	0	1.0000001	1	0	0	1	0.959527653213752	NaN	0	1	0.949307760401298	NaN	0	P07004	P07004	Gamma-glutamyl phosphate reductase	proA
24.12258	23.44367	23.96622	24.11894	24.50634	24.35548	24.67093	24.27533	24.91793	25.04935	25.12849	24.78212	25.01167	25.57164	25.45221	24.79576	25.93245	25.81602	25.70182	25.67952		+	+	+	+		+		+		c_a;c_b;d_a;e_a;e_b;e_c	5	5	5	18.1	18.1	18.1	41.25	0	16.752	708340000	37	0.0256126452941742	0.168756756756757	0.539167404174805	2.95000951322802	0.00101081647709031	0.00437333333333333	1.05661964416504	5.94658689991477	0.0017874592292035	0.00529095354523227	1.29496669769287	5.32451813914738	3.45401335533822E-05	0.000220689655172414	1.86959791183472	10.9447163441804	0.00423916449218423	0.0477818181818182	0.517452239990234	4.46961758334819	0.00969672917578578	0.0502212943632568	0.755799293518066	3.73348268921709	1.47586488185986E-05	0.000318407960199005	1.33043050765991	12.6787651601786	0.273706608681245	0.65905033557047	0.238347053527832	1.2046178073053	0.000146510885759414	0.00114	0.812978267669678	8.48560947319638	0.0240946237545617	0.177994987468672	0.574631214141846	2.99721599952227	P07012	P07012	Peptide chain release factor 2	prfB
27.1033	26.8423	26.93089	26.7304	27.34655	27.26821	27.30165	27.30042	27.4603	27.53103	27.74554	27.7368	28.00854	27.91079	27.97449	27.98517	28.21058	28.26732	28.35448	28.42658	+	+	+	+		+	+		+	+	b_a;c_a;d_a;d_b;e_a;e_b;e_c;e_d	9	9	9	44.1	44.1	44.1	26.77	0	44.333	4859700000	150	0.00243030806359048	0.027450643776824	0.402485847473145	5.00907024499528	0.000535177307355057	0.00348679245283019	0.716696262359619	6.70319338027037	1.21342255098056E-05	0	1.06802701950073	13.1127987912235	4.81201788171919E-06	0	1.4130163192749	15.3599426249801	0.00544389559501353	0.0599475982532751	0.314210414886475	4.23931233600679	2.55379795277121E-07	0	0.665541172027588	25.2291918454688	9.81450039670941E-07	0.000627450980392157	1.01053047180176	20.1113330720693	0.00344820786747712	0.0524021164021164	0.351330757141113	4.66531553226782	0.000197851501122495	0.00149532710280374	0.696320056915283	8.0404181058536	0.000564761923400633	0.0376896551724138	0.34498929977417	6.63641432406265	P07014	P07014	Succinate dehydrogenase iron-sulfur subunit	sdhB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.36693	NaN												2	2	2	4.2	4.2	4.2	60.823	0.00048054	3.1588	91994000	2	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.981082512315271	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.959367035596769	NaN	0	1.0000001	1	0	0	1	0.959240884638374	NaN	0	1	0.949027728613569	NaN	0	P07024	P07024	Protein UshA;UDP-sugar hydrolase;5-nucleotidase	ushA
26.92241	26.83316	26.94213	26.86361	26.9007	26.96224	26.78182	26.76205	26.82055	26.90862	26.94559	26.87044	26.83545	27.06363	26.75748	26.81543	26.80993	26.77518	26.6095	26.63256				+							e_a	8	8	8	18.7	18.7	18.7	52.948	0	26.338	2560700000	109	0.502729448620986	0.737584281282316	-0.0386242866516113	-0.712810302606082	0.916579749085033	0.931183344526528	-0.00402355194091797	-0.109232506895531	0.766614979594404	0.73638691523039	-0.0223259925842285	-0.310595187658471	0.0172013333601546	0.0152114183764496	-0.183534145355225	-3.26220053306511	0.551539277860575	0.763490398126464	0.0346007347106934	0.630615788395441	0.850072037127022	0.865584982935154	0.0162982940673828	0.197346544751287	0.0818847146697047	0.0980115107913669	-0.144909858703613	-2.08746635699681	0.80885598696995	0.945039039039039	-0.0183024406433105	-0.252806609249892	0.0197185908031294	0.0665664	-0.179510593414307	-3.15383358630256	0.103267974142685	0.367533774834437	-0.161208152770996	-1.91998710813627	P07099	P07099	Epoxide hydrolase 1	EPHX1
29.72065	29.5109	29.59769	29.57917	29.67781	29.57207	29.70418	29.57515	29.48068	29.46465	29.48106	29.66109	29.36738	29.40367	29.46941	29.49406	29.37019	29.45875	29.46976	29.38809			+	+		+	+				d_a;d_b;e_a;e_b	8	8	8	85.1	85.1	85.1	10.044	0	64.454	17862000000	233	0.606329940858085	0.794782687927107	0.0302023887634277	0.543567141766282	0.255661439059802	0.323057353776263	-0.0802326202392578	-1.25643302188477	0.0184563084841603	0.0318992805755396	-0.168470859527588	-3.20615242404784	0.0115674404876798	0.0113186372745491	-0.180404186248779	-3.58541815302305	0.104821767869004	0.376700808625337	-0.110435009002686	-1.90921622725585	0.00451717198745242	0.0283609022556391	-0.198673248291016	-4.41044950859899	0.0025410956165841	0.00924302788844622	-0.210606575012207	-4.96437764016977	0.159450634471095	0.553210653753027	-0.0882382392883301	-1.60575519251274	0.106705751539281	0.214709106984969	-0.100171566009521	-1.89636846566001	0.766417557538113	0.88510158013544	-0.0119333267211914	-0.310867919698427	P07108	P07108	Acyl-CoA-binding protein	DBI
NaN	24.47023	24.56889	24.71151	25.0047	25.04114	NaN	24.8825	25.24027	25.51821	25.54769	25.04348	25.58012	25.46989	25.21889	25.46469	25.43879	25.92947	26.03301	25.80732		+	+	+		+	+				c_a;d_a;d_b;e_a;e_b	7	7	7	8.4	8.4	8.4	108.19	0	12.329	838630000	29	0.00984839149535272	0.0834782608695652	0.392571131388348	4.62441540281159	0.00444094810779237	0.0178064516129032	0.753869533538818	4.90865995013705	0.000523894890378922	0.00230120481927711	0.849855422973633	7.89655919402774	0.000698883715048813	0.0012267818574514	1.21860504150391	7.42320673637324	0.0580048480309428	0.28182156133829	0.361298402150471	2.44904003023674	0.0056906220716424	0.0336722090261283	0.457284291585285	4.62866857554181	0.00343508213384717	0.0113221601489758	0.826033910115559	5.21113705151975	0.52476736898364	0.839403080191184	0.0959858894348145	0.675087461410452	0.0389869289395875	0.114464332036316	0.464735507965088	2.63139142621814	0.0496605441085351	0.262143396226415	0.368749618530273	2.45192855212082	P07118	P07118	Valine--tRNA ligase	valS
32.00578	31.94939	32.14397	32.02198	31.92036	31.88347	32.09512	32.02479	31.98997	31.99776	32.01115	32.00021	31.8052	31.91389	32.00367	31.90817	31.77863	31.78943	31.89519	31.8276				+			+		+		e_a;e_b;e_c	15	14	14	40.7	37.1	37.1	36.638	0	228.92	90985000000	475	0.466130858585213	0.714871739130435	-0.0493431091308594	-0.778000015861593	0.486987806374301	0.551428065515715	-0.0305061340332031	-0.740436767000166	0.0776965988064691	0.087266081871345	-0.12254810333252	-2.12544607167746	0.0053115258623888	0.00617708333333333	-0.207568168640137	-4.26166209008197	0.711774679942379	0.852350849466614	0.0188369750976563	0.387477909040313	0.290539680951491	0.427938859494415	-0.0732049942016602	-1.15887936796478	0.0284055088308463	0.0464859228362878	-0.158225059509277	-2.87058043359973	0.0649481530474551	0.357973534971645	-0.0920419692993164	-2.25550327516446	0.000567527873345179	0.00405755395683453	-0.177062034606934	-6.63037702637579	0.129334121461137	0.404065268065268	-0.0850200653076172	-1.75754278121538	P07195;Q6ZMR3;P07864	P07195	L-lactate dehydrogenase B chain	LDHB
24.92479	24.97924	24.895	25.21438	23.98676	25.11442	24.72796	24.97075	24.20113	24.84719	NaN	24.9354	23.93796	24.14289	24.71088	24.66953	NaN	23.94575	24.89264	24.77826			+								d_a	3	3	3	8.8	8.8	8.8	65.171	0	5.5898	625910000	23	0.289256125628892	0.607084745762712	-0.303377151489258	-1.16228607431133	0.167155189124593	0.231211796246649	-0.342114925384521	-1.61535586069786	0.0210145254073672	0.0342654462242563	-0.638037204742432	-3.10379295799988	0.138809334132823	0.0957366336633663	-0.464469432830811	-1.75951894485653	0.917189223791487	0.969280053727334	-0.0387377738952637	-0.109335096700683	0.330398898065585	0.460129955947137	-0.334660053253174	-1.05890478207051	0.695045395841242	0.64643851018974	-0.161092281341553	-0.4154416145213	0.367537942901419	0.741527873365451	-0.29592227935791	-0.990214356462845	0.762177001540888	0.800906340057637	-0.122354507446289	-0.323992843059778	0.629314521763289	0.810609965635739	0.173567771911621	0.51375340598339	P07199	P07199	Major centromere autoantigen B	CENPB
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.63821												2	2	2	12.8	12.8	12.8	22.088	0	4.8964	329930000	1	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.98078054786088	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.95908014354067	NaN	0	1.0000001	1	0	0	1	0.958954287421572	NaN	0	1	0.948747861987614	NaN	0	P07203	P07203	Glutathione peroxidase 1	GPX1
32.23124	32.17659	32.18293	32.23412	32.14883	32.16144	32.19108	32.17066	31.99108	32.01751	32.0692	32.22742	32.02419	31.976	32.12562	32.15052	31.97794	31.9923	32.06423	32.15774			+	+			+				d_a;e_a;e_b	28	28	28	54.1	54.1	54.1	57.116	0	323.31	104850000000	1142	0.0746103249189936	0.316747603833866	-0.0382184982299805	-2.15480010160764	0.0564520572498723	0.104513144058885	-0.129917144775391	-2.35781858509033	0.0208506565338283	0.0338574712643678	-0.137136936187744	-3.10993188133278	0.0113436161915382	0.0112948328267477	-0.158167362213135	-3.60167933837482	0.138358739495674	0.428257767548907	-0.0916986465454102	-1.70874552436061	0.0579107068015789	0.154047505938242	-0.0989184379577637	-2.33915654699608	0.0292111901768199	0.0477896907216495	-0.119948863983154	-2.84922756258183	0.91788956534005	0.971138544112714	-0.00721979141235352	-0.107509618436743	0.688128501078169	0.740386803185438	-0.0282502174377441	-0.421420058936215	0.730788277082217	0.866015527950311	-0.0210304260253906	-0.360551250914122	P07237	P07237	Protein disulfide-isomerase	P4HB
25.13128	25.0059	25.24503	24.87708	24.60326	24.30973	25.35114	25.25494	25.21019	25.04331	25.15414	24.92103	24.98923	25.18348	25.18681	25.18336	25.00496	24.96763	25.26101	24.23776												3	3	3	18.6	18.6	18.6	20.863	0	9.5507	748260000	26	0.510451722965173	0.743930184804928	-0.185057163238525	-0.699469912906749	0.870489901075815	0.886081211286992	0.017341136932373	0.17014280088739	0.475653152673124	0.453106072874494	0.0708956718444824	0.760708772161732	0.431792496663986	0.33283198769704	-0.196982860565186	-0.842520740406757	0.466455207925809	0.711716684155299	0.202398300170898	0.777406992120577	0.35784496531465	0.487125799573561	0.255952835083008	0.995690784869955	0.972736518975629	0.968716284987277	-0.0119256973266602	-0.0356256518804429	0.530348077994572	0.841844210526316	0.0535545349121094	0.665699763613543	0.38547674521363	0.493823823823824	-0.214323997497559	-0.935836084786037	0.279308333489336	0.590282282282282	-0.267878532409668	-1.18913539110097	P07305	P07305	Histone H1.0;Histone H1.0, N-terminally processed	H1F0
24.18155	24.32553	24.58423	24.16239	24.13571	24.59542	24.20665	NaN	24.31969	24.09055	23.21025	24.07578	23.96129	23.95109	23.98867	24.06735	NaN	24.32038	23.81665	23.84057			+								d_a	3	3	3	35.4	35.4	35.4	11.261	0	6.02	377480000	31	0.996213305940635	1	-0.00082794825236121	-0.00498767935488222	0.189355552690012	0.255407124681934	-0.389354705810547	-1.48004558689437	0.0189102511755265	0.0319289099526066	-0.321322441101074	-3.18689925715969	0.133317412421553	0.0926129193790686	-0.320887406667072	-1.79085924687334	0.269439984697102	0.568964885496183	-0.388526757558186	-1.24163076377108	0.0485815582653973	0.140229591836735	-0.320494492848713	-2.59432991792691	0.215230551173684	0.222105044201768	-0.320059458414711	-1.47108531005106	0.791248081802037	0.937687667048492	0.0680322647094727	0.27676467341967	0.839081190892452	0.862663009941721	0.0684672991434745	0.213890457743681	0.997653455649396	0.999960099750623	0.000435034434001835	0.00309076327774639	P07311	P07311	Acylphosphatase-1	ACYP1
30.7628	30.77431	30.88787	30.78308	30.76422	30.75708	30.81138	30.83643	30.722	30.72566	30.71186	30.64384	30.71604	30.69686	30.76999	30.78262	30.66043	30.64435	30.69087	30.65864				+			+				e_a;e_b	17	17	17	53.2	53.2	53.2	44.552	0	116.73	39401000000	558	0.787924580002818	0.885742813918306	-0.00973653793334961	-0.281306901529945	0.0268534501073843	0.0633624823695346	-0.101176261901855	-2.91362057648101	0.139061302793118	0.141003558718861	-0.0606417655944824	-1.70507771074656	0.0039552402802935	0.00543223965763195	-0.138442993164063	-4.53473738848114	0.0148303418637154	0.111592592592593	-0.0914397239685059	-3.38149855706023	0.120140559616147	0.241437885462555	-0.0509052276611328	-1.81080735287561	0.000949639521772124	0.00372665148063781	-0.128706455230713	-6.01781714322198	0.201353902323807	0.605209593326382	0.040534496307373	1.4347739651197	0.134791219210699	0.249996779388084	-0.037266731262207	-1.72765404916807	0.0145382645885509	0.13910303030303	-0.0778012275695801	-3.3976318923561	P07339	P07339	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD
34.59118	34.54674	34.57576	34.619	34.48039	34.5064	34.56938	34.56989	34.4528	34.42367	34.47018	34.56513	34.38381	34.42098	34.50225	34.51823	34.37036	34.33578	34.4283	34.444			+	+			+				d_a;e_a;e_b	28	28	28	68.7	68.7	68.7	38.604	0	323.31	525160000000	2104	0.106366186772549	0.383896879240163	-0.0516538619995117	-1.89866730005506	0.0215540491594958	0.0564409937888199	-0.105222702026367	-3.08394350969047	0.0118341787859948	0.0239333333333333	-0.126850128173828	-3.56648797833705	0.000674710735964349	0.00112910284463895	-0.188559532165527	-6.41937597219275	0.209018164333045	0.507390374331551	-0.0535688400268555	-1.40713999378333	0.104723931366218	0.219880930232558	-0.0751962661743164	-1.90988970488169	0.00679684199393631	0.0179654631083203	-0.136905670166016	-4.04076272941545	0.643699599280496	0.89078221415608	-0.0216274261474609	-0.486757326275305	0.0802631688866507	0.183044	-0.0833368301391602	-2.10193054173854	0.182088745050583	0.478969111969112	-0.0617094039916992	-1.50877803366413	P07355;A6NMY6	P07355;A6NMY6	Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2
29.48314	29.55538	29.45531	29.55488	29.43114	29.45754	29.4635	29.4574	29.42996	29.44522	29.43374	29.34162	29.41538	29.36455	29.27456	29.29793	29.32098	29.35029	29.30189	29.25847			+	+			+				d_a;e_a;e_b	18	18	18	22.8	22.8	22.8	81.889	0	124.85	15217000000	361	0.0645099094718309	0.291890784982935	-0.059783935546875	-2.2604313041391	0.0291031159591113	0.0663433242506812	-0.0995430946350098	-2.85205472433625	0.0053552629978844	0.0141532846715328	-0.174071788787842	-4.25420884897476	0.000684156845961521	0.00111930585683297	-0.204270839691162	-6.40264962861435	0.162322739817715	0.451654676258993	-0.0397591590881348	-1.59275421893922	0.0131593933427441	0.063906432748538	-0.114287853240967	-3.4789464679144	0.000414861914884365	0.00122751322751323	-0.144486904144287	-7.0265775839255	0.111532739798695	0.462973760932945	-0.074528694152832	-1.86445577061775	0.0142638684014313	0.0536197183098591	-0.104727745056152	-3.41311695791478	0.450035664236499	0.711587852494577	-0.0301990509033203	-0.807801718594791	P07384	P07384	Calpain-1 catalytic subunit	CAPN1
